0.0022646	8503.11
0.0023104	8649.69
0.0023571	8798.23
0.0024047	8948.67
0.0024533	9101.28
0.0025028	9255.69
0.0025534	9412.46
0.002605	9571.22
0.0026576	9731.91
0.0027113	9894.78
0.002766	10059.4
0.0028219	10226.5
0.0028789	10395.4
0.0029371	10566.6
0.0029964	10739.6
0.0030569	10914.7
0.0031187	11091.9
0.0031817	11271.1
0.003246	11452.4
0.0033115	11635.4
0.0033784	11820.5
0.0034467	12007.8
0.0035163	12196.7
0.0035874	12387.9
0.0036598	12580.5
0.0037338	12775.4
0.0038092	12971.8
0.0038861	13170
0.0039646	13370.1
0.0040447	13572
0.0041264	13775.5
0.0042098	13980.7
0.0042948	14187.4
0.0043816	14395.8
0.0044701	14605.7
0.0045604	14816.9
0.0046525	15029.6
0.0047465	15243.6
0.0048424	15459
0.0049402	15675.4
0.00504	15893.1
0.0051419	16112
0.0052457	16331.6
0.0053517	16552.3
0.0054598	16773.7
0.0055701	16996
0.0056826	17218.8
0.0057974	17442.2
0.0059145	17666
0.006034	17890.2
0.0061559	18114.7
0.0062803	18339.4
0.0064072	18564
0.0065366	18788.5
0.0066686	19012.7
0.0068033	19236.6
0.0069408	19460.1
0.007081	19682.9
0.007224	19904.8
0.00737	20125.9
0.0075189	20345.9
0.0076708	20564.6
0.0078257	20781.9
0.0079838	20997.6
0.0081451	21211.6
0.0083096	21423.6
0.0084775	21633.6
0.0086488	21841.3
0.0088235	22046.5
0.0090017	22248.8
0.0091836	22448.4
0.0093691	22644.7
0.0095583	22837.7
0.0097514	23027.1
0.0099484	23212.7
0.010149	23394
0.010354	23571.3
0.010564	23744.9
0.010777	23912.7
0.010995	24076
0.011217	24233.8
0.011443	24385.8
0.011675	24532.9
0.01191	24672.8
0.012151	24807.1
0.012397	24934.9
0.012647	25055.2
0.012902	25168.4
0.013163	25274.6
0.013429	25372.9
0.0137	25463.1
0.013977	25545.2
0.014259	25618.7
0.014547	25683.3
0.014841	25738.8
0.015141	25784.9
0.015447	25821.3
0.015759	25847.7
0.016077	25863.8
0.016402	25869.5
0.016734	25864.4
0.017072	25848.4
0.017416	25821.4
0.017768	25782.9
0.018127	25733
0.018493	25671.4
0.018867	25597.8
0.019248	25512.3
0.019637	25414.7
0.020034	25304.7
0.020438	25182.9
0.020851	25048.4
0.021272	24901.7
0.021702	24742.4
0.022141	24570.7
0.022588	24387.2
0.023044	24191.7
0.02351	23984.1
0.023985	23765.1
0.024469	23535.1
0.024964	23293.4
0.025468	23041.4
0.025982	22779
0.026507	22506.2
0.027043	22223.7
0.027589	21932.9
0.028146	21633.8
0.028715	21326.8
0.029295	21013
0.029887	20692.6
0.03049	20367
0.031106	20036.1
0.031735	19700.8
0.032376	19362.9
0.03303	19022.7
0.033697	18681.3
0.034378	18339
0.035072	17997.3
0.035781	17656.5
0.036504	17318.2
0.037241	16983.7
0.037993	16653.4
0.038761	16328.1
0.039544	16009
0.040343	15696.4
0.041158	15390.9
0.041989	15093.1
0.042838	14802.8
0.043703	14521.2
0.044586	14248.8
0.045486	13986.7
0.046405	13735.5
0.047343	13496.1
0.048299	13269.2
0.049275	13053.4
0.05027	12847.8
0.051286	12651.1
0.052322	12462.6
0.053379	12281.5
0.054457	12107.5
0.055557	11940.2
0.05668	11778.9
0.057825	11622.6
0.058993	11469.4
0.060184	11317.7
0.0614	11165.7
0.062641	11011.8
0.063906	10854.6
0.065197	10692.6
0.066514	10524.2
0.067858	10347.8
0.069229	10162.3
0.070627	9966.54
0.072054	9759.81
0.07351	9541.77
0.074994	9312.67
0.076509	9072.75
0.078055	8822.87
0.079632	8564.37
0.081241	8298.99
0.082882	8028.65
0.084556	7755.51
0.086264	7481.82
0.088007	7209.88
0.089785	6942.47
0.091598	6682.18
0.093449	6431.41
0.095337	6193.07
0.097263	5969.33
0.099227	5762.09
0.10123	5572.83
0.10328	5401.78
0.10536	5249.92
0.10749	5115.14
0.10966	4996.5
0.11188	4891.07
0.11414	4796.82
0.11644	4710.48
0.1188	4628.19
0.1212	4547.32
0.12365	4464.23
0.12614	4376.24
0.12869	4279.86
0.13129	4173.51
0.13394	4056.12
0.13665	3927.31
0.13941	3788.8
0.14223	3642.29
0.1451	3491.26
0.14803	3338.71
0.15102	3188.36
0.15407	3044.16
0.15718	2909.74
0.16036	2787.77
0.1636	2680.54
0.1669	2588.5
0.17028	2510.06
0.17371	2443.74
0.17722	2385.93
0.1808	2333.43
0.18446	2282.5
0.18818	2229.76
0.19198	2171.76
0.19586	2106.35
0.19982	2032.97
0.20386	1952.87
0.20797	1868.79
0.21218	1783.38
0.21646	1700.69
0.22083	1623.52
0.2253	1554.14
0.22985	1494
0.23449	1442.69
0.23923	1398.66
0.24406	1359.58
0.24899	1322.31
0.25402	1283.81
0.25915	1241.92
0.26439	1196.06
0.26973	1147.2
0.27518	1096.97
0.28074	1047.53
0.28641	1001.17
0.29219	959.603
0.2981	923.095
0.30412	890.908
0.31026	861.44
0.31653	832.873
0.32292	803.635
0.32945	772.822
0.3361	740.902
0.34289	708.931
0.34982	678.209
0.35689	649.784
0.36409	624.087
0.37145	600.589
0.37895	578.464
0.38661	556.726
0.39442	534.767
0.40239	512.608
0.41052	490.839
0.41881	470.05
0.42727	450.634
0.4359	432.612
0.44471	415.523
0.45369	398.961
0.46286	382.618
0.47221	366.533
0.48174	351.028
0.49148	336.265
0.50141	322.34
0.51153	309.109
0.52187	296.308
0.53241	283.874
0.54317	271.808
0.55414	260.253
0.56533	249.242
0.57675	238.735
0.5884	228.635
0.60029	218.886
0.61242	209.491
0.62479	200.499
0.63741	191.898
0.65029	183.654
0.66342	175.749
0.67683	168.154
0.6905	160.872
0.70445	153.885
0.71868	147.184
0.7332	140.758
0.74801	134.6
0.76312	128.696
0.77854	123.038
0.79426	117.621
0.81031	112.428
0.82668	107.457
0.84338	102.696
0.86041	98.1397
0.8778	93.7734
0.89553	89.596
0.91362	85.5969
0.93208	81.7682
0.95091	78.1045
0.97011	74.6002
0.98971	71.2449
1.0097	68.0354
1.0301	64.9639
1.0509	62.0273
1.0721	59.2209
1.0938	56.5281
1.1159	53.9575
1.1384	51.5045
1.1614	49.1544
1.1849	46.9044
1.2088	44.7604
1.2333	42.7015
1.2582	40.7414
1.2836	38.8685
1.3095	37.0797
1.336	35.3657
1.363	33.7306
1.3905	32.1711
1.4186	30.6792
1.4472	29.2575
1.4765	27.8942
1.5063	26.5964
1.5367	25.3572
1.5678	24.1709
1.5994	23.0429
1.6318	21.9607
1.6647	20.9327
1.6984	19.9475
1.7327	19.0096
1.7677	18.1144
1.8034	17.2603
1.8398	16.4459
1.877	15.6676
1.9149	14.9261
1.9536	14.2182
1.993	13.5444
2.0333	12.9
2.0744	12.2858
2.1163	11.7005
2.159	11.143
2.2026	10.6109
2.2471	10.1034
2.2925	9.61965
2.3388	9.15864
2.3861	8.71863
2.4343	8.29975
2.4835	7.90034
2.5336	7.5204
2.5848	7.15772
2.637	6.81236
2.6903	6.48304
2.7447	6.16916
2.8001	5.87068
2.8567	5.58593
2.9144	5.31491
2.9733	5.05663
3.0333	4.81099
3.0946	4.57672
3.1571	4.35376
3.2209	4.14132
3.286	3.93902
3.3523	3.74673
3.4201	3.56323
3.4892	3.38871
3.5596	3.2228
3.6316	3.06448
3.7049	2.91411
3.7798	2.77075
3.8561	2.63452
3.934	2.50477
4.0135	2.38126
4.0946	2.26374
4.1773	2.15197
4.2617	2.04559
4.3478	1.94439
4.4356	1.84815
4.5252	1.75656
4.6166	1.66945
4.7099	1.58654
4.805	1.50776
4.9021	1.43276
5.0011	1.36147
5.1021	1.29368
5.2052	1.22917
5.3104	1.16782
5.4176	1.10956
5.5271	1.05409
5.6387	1.0014
5.7526	0.951285
5.8689	0.903603
5.9874	0.858332
6.1084	0.81526
6.2318	0.774333
6.3577	0.735429
6.4861	0.698464
6.6171	0.663329
6.7508	0.629924
6.8872	0.598179
7.0263	0.568024
7.1682	0.53937
7.313	0.512136
7.4608	0.486246
7.6115	0.461662
7.7653	0.438297
7.9221	0.416113
8.0822	0.395021
8.2454	0.375
8.412	0.35597
8.5819	0.337901
8.7553	0.320731
8.9322	0.304423
9.1126	0.28894
9.2967	0.274231
9.4845	0.260263
9.6761	0.246998
9.8716	0.234399
10.071	0.222438
10.274	0.211103
10.482	0.200294
10.694	0.190042
10.91	0.180321
11.13	0.171107
11.355	0.162337
11.584	0.154031
11.818	0.146133
12.057	0.138627
12.301	0.131497
12.549	0.124755
12.803	0.118331
13.061	0.11226
13.325	0.10648
13.594	0.101002
13.869	0.0957916
14.149	0.0908571
14.435	0.0861688
14.727	0.0817167
15.024	0.0775047
15.328	0.0734949
15.637	0.0697041
15.953	0.0660984
16.275	0.0626814
16.604	0.0594346
16.94	0.0563512
17.282	0.0534329
17.631	0.0506635
17.987	0.0480367
18.351	0.0455394
18.721	0.0431792
19.099	0.040937
19.485	0.0388083
19.879	0.0367883
20.28	0.0348769
20.69	0.0330601
21.108	0.0313382
21.535	0.0297031
21.97	0.0281548
22.413	0.026689
22.866	0.0252957
23.328	0.0239749
23.799	0.0227234
24.28	0.0215354
24.771	0.0204084
25.271	0.0193418
25.782	0.0183287
26.302	0.0173707
26.834	0.0164597
27.376	0.0155974
27.929	0.0147797
28.493	0.0140048
29.069	0.0132694
29.656	0.0125731
30.255	0.0119128
30.866	0.0112871
31.49	0.0106933
32.126	0.010131
32.775	0.00959799
33.437	0.00909284
34.112	0.00861431
34.801	0.00816052
35.504	0.0077304
36.222	0.00732234
36.953	0.00693641
37.7	0.00657007
38.462	0.00622298
39.239	0.00589423
40.031	0.00558298
40.84	0.00528768
41.665	0.00500798
42.507	0.00474287
43.365	0.00449196
44.241	0.00425404
45.135	0.00402855
46.047	0.00381493
46.977	0.00361264
47.926	0.00342094
48.894	0.00323937
49.882	0.00306728
50.89	0.00290425
51.918	0.00274987
52.966	0.00260374
54.036	0.0024652
55.128	0.00233392
56.242	0.00220959
57.378	0.00209188
58.537	0.00198038
59.72	0.00187472
60.926	0.00177473
62.157	0.00167997
63.412	0.00159029
64.693	0.00150531
66	0.00142483
67.334	0.00134858
68.694	0.00127642
70.082	0.00120807
71.497	0.00114339
72.942	0.00108208
74.415	0.00102407
75.918	0.000969135
77.452	0.000917097
79.017	0.000867827
80.613	0.000821195
82.241	0.00077705
83.903	0.000735227
85.598	0.000695646
87.327	0.000658179
89.091	0.000622707
90.891	0.00058912
92.727	0.000557331
94.6	0.00052724
96.511	0.000498753
98.461	0.000471782
100.45	0.000446258
102.48	0.000422088
104.55	0.000399223
106.66	0.0003776
108.82	0.000357065
111.01	0.000337749
113.26	0.00031934
115.54	0.000302034
117.88	0.000285558
120.26	0.000270014
122.69	0.000255294
125.17	0.000241359
127.7	0.000228175
130.28	0.000215705
132.91	0.000203915
135.59	0.000192772
138.33	0.000182206
141.13	0.000172193
143.98	0.000162743
146.89	0.000153795
149.85	0.000145355
152.88	0.000137343
155.97	0.000129768
159.12	0.000122607
162.33	0.000115842
165.61	0.000109432
168.96	0.000103364
172.37	9.76E-05
175.85	9.22E-05
179.41	8.71E-05
183.03	8.22E-05
186.73	7.77E-05
190.5	7.33E-05
194.35	6.92E-05
198.28	6.53E-05
202.28	6.17E-05
