0.0001	456.053
0.00010202	464.897
0.00010408	473.91
0.00010618	483.09
0.00010833	492.481
0.00011052	502.039
0.00011275	511.763
0.00011503	521.698
0.00011735	531.798
0.00011972	542.108
0.00012214	552.626
0.00012461	563.353
0.00012712	574.245
0.00012969	585.387
0.00013231	596.738
0.00013499	608.338
0.00013771	620.101
0.00014049	632.114
0.00014333	644.376
0.00014623	656.887
0.00014918	669.602
0.0001522	682.608
0.00015527	695.819
0.00015841	709.318
0.00016161	723.065
0.00016487	737.056
0.0001682	751.336
0.0001716	765.904
0.00017507	780.758
0.0001786	795.856
0.00018221	811.283
0.00018589	826.995
0.00018965	843.034
0.00019348	859.358
0.00019739	876.007
0.00020138	892.982
0.00020544	910.239
0.00020959	927.863
0.00021383	945.853
0.00021815	964.165
0.00022255	982.799
0.00022705	1001.84
0.00023164	1021.24
0.00023632	1041.01
0.00024109	1061.13
0.00024596	1081.66
0.00025093	1102.59
0.000256	1123.92
0.00026117	1145.65
0.00026645	1167.82
0.00027183	1190.38
0.00027732	1213.39
0.00028292	1236.83
0.00028864	1260.76
0.00029447	1285.11
0.00030042	1309.94
0.00030649	1335.25
0.00031268	1361.03
0.00031899	1387.28
0.00032544	1414.09
0.00033201	1441.36
0.00033872	1469.19
0.00034556	1497.52
0.00035254	1526.41
0.00035966	1555.83
0.00036693	1585.85
0.00037434	1616.4
0.0003819	1647.54
0.00038962	1679.3
0.00039749	1711.64
0.00040552	1744.59
0.00041371	1778.16
0.00042207	1812.39
0.0004306	1847.27
0.00043929	1882.75
0.00044817	1918.97
0.00045722	1955.83
0.00046646	1993.41
0.00047588	2031.68
0.0004855	2070.7
0.0004953	2110.4
0.00050531	2150.89
0.00051552	2192.14
0.00052593	2234.13
0.00053656	2276.94
0.00054739	2320.5
0.00055845	2364.91
0.00056973	2410.14
0.00058124	2456.22
0.00059299	2503.18
0.00060496	2550.95
0.00061719	2599.67
0.00062965	2649.23
0.00064237	2699.73
0.00065535	2751.18
0.00066859	2803.57
0.0006821	2856.93
0.00069588	2911.26
0.00070993	2966.55
0.00072427	3022.87
0.00073891	3080.27
0.00075383	3138.65
0.00076906	3198.12
0.0007846	3258.69
0.00080045	3320.33
0.00081662	3383.09
0.00083311	3446.96
0.00084994	3512
0.00086711	3578.21
0.00088463	3645.62
0.0009025	3714.22
0.00092073	3784.04
0.00093933	3855.1
0.00095831	3927.45
0.00097767	4001.06
0.00099742	4075.97
0.0010176	4152.31
0.0010381	4229.66
0.0010591	4308.68
0.0010805	4388.99
0.0011023	4470.58
0.0011246	4553.8
0.0011473	4638.27
0.0011705	4724.35
0.0011941	4811.66
0.0012182	4900.54
0.0012429	4991.35
0.001268	5083.33
0.0012936	5176.84
0.0013197	5271.86
0.0013464	5368.74
0.0013736	5467.09
0.0014013	5566.89
0.0014296	5668.49
0.0014585	5771.86
0.001488	5876.97
0.001518	5983.46
0.0015487	6092.01
0.00158	6202.23
0.0016119	6314.11
0.0016445	6427.96
0.0016777	6543.41
0.0017116	6660.78
0.0017462	6780.03
0.0017814	6900.8
0.0018174	7023.74
0.0018541	7148.48
0.0018916	7275.31
0.0019298	7403.86
0.0019688	7534.45
0.0020086	7667.01
0.0020491	7801.19
0.0020905	7937.61
0.0021328	8076.22
0.0021758	8216.32
0.0022198	8358.85
